char,pinyin,radical,stroke,wuxing,tone
艿,nǎi,艹,5,木,3
札,zhá,木,5,木,2
叵,pǒ,口,5,水,3
匝,zā,匚,5,水,1
丕,pī,一,5,水,1
劢,mài,力,5,水,4
卟,bǔ,卜,5,水,3
叱,chì,口,5,金,4
叻,lè,口,5,火,4
仨,sā,亻,5,水,1
仕,shì,亻,5,金,4
仟,qiān,亻,5,金,1
仡,"yì,gē",亻,5,木,1
仫,mù,亻,5,水,4
仞,rèn,亻,5,金,4
卮,zhī,⺁,5,金,1
氐,"dī,dǐ",氏,5,火,3
犰,qiú,犭,5,木,2
刍,chú,刀,5,金,2
邝,kuàng,阝,5,木,4
邙,máng,阝,5,水,2
汀,tīng,氵,5,水,1
讦,jié,讠,5,木,2
讧,hòng,讠,5,木,4
讪,shàn,讠,5,金,4
讫,qì,讠,5,水,4
尻,kāo,尸,5,金,1
阡,qiān,阝,5,金,1
尕,gǎ,小,5,木,3
弁,biàn,廾,5,水,4
驭,yù,马,5,木,4
匡,kuāng,匚,6,木,1
耒,lěi,耒,6,火,3
玎,dīng,王,6,火,1
玑,jī,王,6,木,1
邢,xíng,阝,6,金,2
圩,"xū,wéi",土,6,土,2
圬,wū,土,6,土,1
圭,guī,土,6,土,1
扦,qiān,扌,6,木,1
圪,gē,土,6,土,1
圳,zhèn,土,6,土,4
圹,kuàng,土,6,土,4
扪,mén,扌,6,水,2
圮,pǐ,土,6,土,3
圯,yí,土,6,土,2
芊,qiān,艹,6,木,1
芍,"sháo,què",艹,6,木,2
芄,wán,艹,6,木,2
芨,jī,艹,6,木,1
芑,qǐ,艹,6,木,3
芎,xiōng,艹,6,木,1
芗,xiāng,艹,6,木,1
亘,gèn,一,6,火,4
厍,shè,厂,6,金,4
夼,kuǎng,大,6,木,3
戍,shù,戈,6,土,4
尥,liào,尢,6,火,4
乩,jī,乙,6,木,1
旯,lá,日,6,火,2
曳,yè,丨,6,金,4
岌,jí,山,6,土,2
屺,qǐ,山,6,土,3
凼,dàng,凵,6,水,4
囡,nān,囗,6,火,1
钇,yǐ,钅,6,金,3
缶,fǒu,缶,6,水,3
氘,dāo,气,6,火,1
氖,nǎi,气,6,火,3
牝,pìn,牜,6,水,4
伎,"jì,qí",亻,6,木,4
伛,yǔ,亻,6,金,3
伢,yá,亻,6,土,2
佤,wǎ,亻,6,火,3
仵,wǔ,亻,6,土,3
伥,chāng,亻,6,金,1
伧,"chen,cāng",亻,6,金,1
伉,kàng,亻,6,木,4
伫,zhù,亻,6,金,4
囟,xìn,囗,6,金,4
汆,cuān,水,6,金,1
刖,yuè,刂,6,金,4
夙,sù,夕,6,金,4
旮,gā,日,6,火,1
刎,wěn,刂,6,金,3
犷,guǎng,犭,6,木,3
犸,mǎ,犭,6,水,3
舛,chuǎn,夕,6,金,3
凫,fú,几,6,水,2
邬,wū,阝,6,土,1
饧,"táng,xíng",饣,6,火,2
汕,shàn,氵,6,水,4
汔,qì,氵,6,水,4
汐,xī,氵,6,水,1
汲,jí,氵,6,水,2
汜,sì,氵,6,水,4
汊,chà,氵,6,水,4
忖,cǔn,忄,6,金,3
忏,chàn,忄,6,金,4
讴,ōu,讠,6,土,1
讵,jù,讠,6,木,4
祁,qí,礻,6,木,2
讷,nè,讠,6,火,4
聿,yù,聿,6,木,4
艮,"gèn,gěn",艮,6,土,4
阱,jǐng,阝,6,木,3
阮,ruǎn,阝,6,木,3
阪,bǎn,阝,6,水,3
丞,chéng,一,6,金,2
妁,shuò,女,6,金,4
牟,"mù,móu",牛,6,水,2
纡,yū,纟,6,土,1
纣,zhòu,纟,6,火,4
纥,"hé,gē",纟,6,木,2
纨,wán,纟,6,火,2
玕,gān,王,7,土,1
玙,yú,王,7,土,2
抟,tuán,扌,7,火,2
圻,"qí,yín",土,7,土,2
坂,bǎn,土,7,土,3
坍,tān,土,7,土,1
坞,wù,土,7,土,4
抃,biàn,扌,7,水,4
抉,jué,扌,7,火,2
芫,"yuán,yán",艹,7,木,2
邯,hán,阝,7,水,2
芸,yún,艹,7,木,2
芾,"fèi,fú",艹,7,木,4
苈,lì,艹,7,木,4
苣,"jù,qǔ",艹,7,木,4
芷,zhǐ,艹,7,木,3
芮,ruì,艹,7,火,4
苋,xiàn,艹,7,木,4
芼,"mào,máo",艹,7,木,4
苌,cháng,艹,7,木,2
苁,cōng,艹,7,木,1
芩,qín,艹,7,木,2
芪,qí,艹,7,木,2
芡,qiàn,艹,7,木,4
芟,shān,艹,7,木,1
苄,biàn,艹,7,木,4
苎,zhù,艹,7,木,4
苡,yǐ,艹,7,木,3
杌,wù,木,7,木,4
杓,"sháo,biāo",木,7,木,2
杞,qǐ,木,7,木,3
杈,"chā,chà",木,7,木,1
忑,tè,心,7,火,4
孛,"bèi,bó",子,7,水,4
邴,bǐng,阝,7,水,3
邳,pī,阝,7,水,1
矶,jī,石,7,土,1
奁,lián,大,7,火,2
豕,shǐ,豕,7,水,3
忒,"tè,tēi,tuī",心,7,金,4
欤,yú,欠,7,土,2
轫,rèn,车,7,金,4
迓,yà,辶,7,土,4
邶,bèi,阝,7,水,4
忐,tǎn,心,7,火,3
卣,yǒu,卜,7,土,3
邺,yè,阝,7,土,4
旰,"gàn,hàn",日,7,火,4
呋,fū,口,7,水,1
呒,ḿ,口,7,金,2
呓,yì,口,7,土,4
呔,"dāi,tǎi",口,7,火,1
呖,lì,口,7,火,4
呃,"è,e",口,7,木,4
旸,yáng,日,7,火,2
吡,"bǐ,pǐ",口,7,水,3
町,"tǐng,dīng",田,7,火,1
虬,qiú,虫,7,木,2
呗,"bài,bei",口,7,水,5
吽,"ōu,hōng,hǒu",口,7,金,2
吣,qìn,口,7,金,4
吲,"yǐn,shěn",口,7,土,3
帏,wéi,巾,7,土,2
岐,qí,山,7,土,2
岈,yá,山,7,土,2
岘,xiàn,山,7,土,4
岑,cén,山,7,木,2
岚,lán,山,7,土,2
兕,sì,儿,7,金,4
囵,lún,囗,7,火,2
囫,hú,囗,7,水,2
钊,zhāo,钅,7,金,1
钋,pō,钅,7,金,1
钌,"liào,liǎo",钅,7,金,3
迕,wǔ,辶,7,土,3
氙,xiān,气,7,土,1
氚,chuān,气,7,金,1
佞,nìng,亻,7,火,4
邱,qiū,阝,7,木,1
攸,yōu,攵,7,土,1
佚,"yì,dié",亻,7,土,4
佝,gōu,亻,7,水,1
佟,tóng,亻,7,火,2
佗,tuó,亻,7,火,2
伽,"jiā,qié,gā",亻,7,木,1
彷,"páng,fǎng",彳,7,水,2
佘,shé,人,7,金,2
佥,qiān,人,7,木,1
孚,fú,子,7,水,2
豸,"zhì,zhài",豸,7,火,4
坌,bèn,土,7,土,4
肟,wò,月,7,火,4
邸,dǐ,阝,7,火,3
奂,huàn,大,7,水,4
劬,qú,力,7,木,2
狄,dí,犭,7,火,2
狁,yǔn,犭,7,土,3
鸠,jiū,鸟,7,水,1
邹,zōu,阝,7,金,1
饨,tún,饣,7,火,5
饩,xì,饣,7,金,4
饪,rèn,饣,7,金,4
饫,yù,饣,7,木,4
饬,chì,饣,7,金,4
亨,"hēng,pēng",亠,7,水,1
庑,wǔ,广,7,土,3
庋,guǐ,广,7,木,3
疔,dīng,疒,7,火,1
疖,jiē,疒,7,木,1
肓,huāng,月,7,木,1
闱,wéi,门,7,土,2
闳,hóng,门,7,木,2
闵,mǐn,门,7,水,3
羌,qiāng,⺶,7,木,1
炀,yáng,火,7,火,2
沣,fēng,氵,7,水,1
沅,yuán,氵,7,水,2
沔,miǎn,氵,7,水,3
沤,"ōu,òu",氵,7,水,4
沌,"dùn,zhuàn",氵,7,水,4
沏,qī,氵,7,水,1
沚,zhǐ,氵,7,水,3
汩,gǔ,氵,7,水,3
汨,mì,氵,7,水,4
沂,yí,氵,7,水,2
汾,fén,氵,7,水,2
沨,fēng,氵,7,水,1
汴,biàn,氵,7,水,4
汶,"wèn,mén",氵,7,水,4
沆,hàng,氵,7,水,4
沩,wéi,氵,7,水,2
泐,lè,氵,7,水,4
怃,wǔ,忄,7,土,3
怄,òu,忄,7,土,4
忡,chōng,忄,7,金,1
忤,wǔ,忄,7,土,3
忾,"kài,xì",忄,7,木,4
怅,chàng,忄,7,金,4
忻,xīn,忄,7,水,1
忪,"sōng,zhōng",忄,7,金,1
怆,chuàng,忄,7,金,4
忭,biàn,忄,7,水,4
忸,niǔ,忄,7,水,3
诂,gǔ,讠,7,木,3
诃,hē,讠,7,水,1
诅,zǔ,讠,7,金,3
诋,dǐ,讠,7,火,3
诌,zhōu,讠,7,金,1
诏,zhào,讠,7,金,4
诒,"yí,dài",讠,7,土,2
孜,zī,子,7,金,1
陇,lǒng,阝,7,火,3
陀,tuó,阝,7,火,2
陂,"bēi,pō,pí",阝,7,水,1
陉,xíng,阝,7,金,2
妍,yán,女,7,水,2
妩,wǔ,女,7,木,3
妪,yù,女,7,木,4
妣,bǐ,女,7,水,3
妊,rèn,女,7,金,4
妗,jìn,女,7,木,4
妫,guī,女,7,木,1
妞,niū,女,7,水,1
姒,sì,女,7,金,4
妤,yú,女,7,水,2
邵,shào,阝,7,金,4
劭,shào,力,7,金,4
刭,jǐng,刂,7,金,3
甬,yǒng,用,7,土,3
邰,tái,阝,7,火,2
纭,yún,纟,7,木,2
纰,"pī,pí,bǐ",纟,7,金,1
纴,rèn,纟,7,金,4
纶,"lún,guān",纟,7,火,2
纾,shū,纟,7,金,1
玮,wěi,王,8,土,3
玡,yá,王,8,土,2
玭,pín,王,8,土,2
玠,jiè,王,8,土,4
玢,"bīn,fēn",王,8,水,1
玥,yuè,王,8,土,4
玦,jué,王,8,火,2
盂,yú,皿,8,土,2
忝,tiǎn,一,8,火,3
匦,guǐ,匚,8,木,3
坩,gān,土,8,土,1
抨,pēng,扌,8,水,1
坫,diàn,土,8,土,4
拈,niān,扌,8,木,1
垆,lú,土,8,土,2
抻,chēn,扌,8,金,1
拊,fǔ,扌,8,水,3
坼,chè,土,8,火,4
坻,"dǐ,chí",土,8,土,2
坨,tuó,土,8,土,2
坭,ní,土,8,土,2
抿,mǐn,扌,8,水,3
坳,ào,土,8,土,4
耶,"yē,yé",耳,8,土,1
苷,gān,艹,8,木,1
苯,běn,艹,8,木,3
苤,piě,艹,8,木,3
茏,lóng,艹,8,木,2
苫,"shān,shàn",艹,8,木,1
苜,mù,艹,8,木,4
苴,"jū,chá",艹,8,木,1
苒,rǎn,艹,8,木,3
苘,qǐng,艹,8,木,3
茌,chí,艹,8,木,2
苻,fú,艹,8,木,2
苓,líng,艹,8,木,2
茚,yìn,艹,8,木,4
茆,máo,艹,8,木,2
茑,niǎo,艹,8,木,3
茓,xué,艹,8,木,2
茔,yíng,艹,8,土,2
茕,qióng,艹,8,木,2
茀,fú,艹,8,木,2
苕,"tiáo,sháo",艹,8,木,2
枥,lì,木,8,木,4
枇,pí,木,8,木,2
杪,miǎo,木,8,木,3
杳,yǎo,木,8,木,3
枧,jiǎn,木,8,木,3
杵,chǔ,木,8,木,3
枨,chéng,木,8,木,2
枞,"cōng,zōng",木,8,木,1
枋,"fāng,bìng",木,8,木,1
杻,"niǔ,chǒu",木,8,木,3
杷,pá,木,8,木,2
杼,zhù,木,8,木,4
矸,gān,石,8,土,1
砀,dàng,石,8,火,4
刳,kū,刂,8,金,1
奄,"yǎn,yān",大,8,土,3
瓯,ōu,瓦,8,土,1
殁,mò,歹,8,水,4
郏,jiá,阝,8,木,2
轭,è,车,8,木,4
郅,zhì,阝,8,火,4
鸢,yuān,鸟,8,土,1
盱,xū,目,8,土,1
昊,hào,日,8,火,4
昙,tán,日,8,火,2
杲,gǎo,木,8,木,3
昃,zè,日,8,金,4
咂,zā,口,8,水,1
呸,pēi,口,8,水,1
昕,xīn,日,8,火,1
昀,yún,日,8,土,2
旻,mín,日,8,火,2
昉,fǎng,日,8,火,3
炅,"jiǒng,guì",火,8,火,4
咔,"kǎ,kā",口,8,木,3
畀,bì,田,8,水,4
虮,jǐ,虫,8,木,3
咀,"zuǐ,jǔ",口,8,木,3
呷,"xiā,gā",口,8,木,1
黾,"miǎn,mǐn,měng",黾,8,水,3
呱,"guā,gū,guǎ",口,8,木,1
呤,lìng,口,8,火,4
咚,dōng,口,8,火,1
咆,páo,口,8,水,2
咛,níng,口,8,火,2
呶,náo,口,8,火,2
呣,"ḿ,m̀",口,8,金,2
呦,yōu,口,8,土,1
咝,sī,口,8,金,1
岢,kě,山,8,土,3
岿,kuī,山,8,土,1
岬,jiǎ,山,8,土,3
岫,xiù,山,8,土,4
帙,zhì,巾,8,火,4
岣,gǒu,山,8,土,3
峁,mǎo,山,8,土,3
刿,guì,刂,8,金,4
迥,jiǒng,辶,8,木,3
岷,mín,山,8,土,2
剀,kǎi,刂,8,金,3
帔,pèi,巾,8,水,4
峄,yì,山,8,土,4
沓,"tà,dá",水,8,火,4
囹,líng,囗,8,火,2
罔,wǎng,冂,8,火,3
钍,tǔ,钅,8,金,3
钎,qiān,钅,8,金,1
钏,chuàn,钅,8,金,4
钒,fán,钅,8,金,2
钕,nǚ,钅,8,金,3
钗,chāi,钅,8,金,1
邾,zhū,阝,8,金,1
迮,zé,辶,8,金,2
牦,máo,牜,8,水,2
竺,"zhú,dǔ",竹,8,木,2
迤,"yǐ,yí",辶,8,土,3
佶,jí,亻,8,木,2
佬,lǎo,亻,8,火,3
佰,bǎi,亻,8,火,3
侑,yòu,亻,8,土,4
侉,kuǎ,亻,8,木,3
臾,yú,丿,8,土,2
岱,dài,山,8,火,4
侗,"dòng,tǒng,tóng",亻,8,火,4
侃,kǎn,亻,8,金,3
侏,zhū,亻,8,金,1
侩,kuài,亻,8,木,4
佻,tiāo,亻,8,火,1
佾,yì,亻,8,土,4
侪,chái,亻,8,金,2
佼,jiǎo,亻,8,木,3
佯,yáng,亻,8,火,2
侬,nóng,亻,8,火,2
帛,bó,巾,8,水,2
阜,fù,阜,8,水,4
侔,móu,亻,8,水,2
徂,cú,彳,8,火,2
刽,guì,刂,8,金,4
郄,"xì,qiè",阝,8,金,4
怂,sǒng,心,8,金,3
籴,dí,米,8,火,2
瓮,wèng,瓦,8,土,4
戗,"qiāng,qiàng",戈,8,金,1
肼,jǐng,月,8,木,3
䏝,"zhuān,chuán,chún,zhuǎn",月,8,水,1
肽,tài,月,8,火,4
肱,gōng,月,8,木,1
肫,"zhūn,chún",月,8,土,1
剁,duò,刂,8,火,4
迩,ěr,辶,8,火,3
郇,"huán,xún",阝,8,水,2
狙,jū,犭,8,木,1
狎,xiá,犭,8,木,2
狍,páo,犭,8,水,2
狒,fèi,犭,8,水,4
咎,jiù,口,8,火,4
炙,zhì,火,8,火,4
枭,xiāo,木,8,木,1
饯,jiàn,饣,8,金,4
饴,yí,饣,8,土,2
冽,liè,冫,8,火,4
冼,xiǎn,冫,8,水,3
庖,páo,广,8,水,2
疠,"lì,lài",疒,8,火,4
疝,shàn,疒,8,金,4
疡,yáng,疒,8,火,2
兖,yǎn,亠,8,木,3
妾,qiè,女,8,火,4
劾,hé,力,8,水,2
炜,wěi,火,8,火,3
炖,dùn,火,8,火,4
炘,xīn,火,8,火,1
炝,qiàng,火,8,火,4
炔,quē,火,8,火,4
泔,gān,氵,8,水,1
沭,shù,氵,8,水,4
泷,"lóng,shuāng",氵,8,水,2
泸,lú,氵,8,水,2
泱,yāng,氵,8,水,1
泅,qiú,氵,8,水,2
泗,sì,氵,8,水,4
泠,líng,氵,8,水,2
泺,"luò,pō",氵,8,水,4
泖,mǎo,氵,8,水,3
泫,xuàn,氵,8,水,4
泮,pàn,氵,8,水,4
沱,tuó,氵,8,水,2
泯,mǐn,氵,8,水,3
泓,hóng,氵,8,水,2
泾,jīng,氵,8,水,1
怙,hù,忄,8,水,4
怵,chù,忄,8,金,4
怦,pēng,忄,8,水,1
怛,dá,忄,8,火,2
怏,yàng,忄,8,土,4
怍,"zuò,zhà",忄,8,金,4
㤘,"chù,cù,zhòu",忄,8,火,4
怩,ní,忄,8,木,2
怫,fú,忄,8,水,2
怿,yì,忄,8,土,4
宕,"dàng,tàn",宀,8,火,4
穹,qióng,穴,8,木,2
宓,"mì,fú",宀,8,水,4
诓,kuāng,讠,8,木,1
诔,lěi,讠,8,火,3
诖,guà,讠,8,木,4
诘,"jié,jí",讠,8,木,2
戾,lì,户,8,火,4
诙,huī,讠,8,火,1
戽,hù,户,8,火,4
郓,yùn,阝,8,土,4
衩,"chà,chǎ",衤,8,土,4
祆,xiān,礻,8,金,1
祎,yī,礻,8,土,1
祉,zhǐ,礻,8,火,3
祇,"qí,zhǐ",礻,8,火,3
诛,zhū,讠,8,金,1
诜,shēn,讠,8,金,1
诟,gòu,讠,8,木,4
诠,quán,讠,8,木,2
诣,yì,讠,8,土,4
诤,zhèng,讠,8,火,4
诧,chà,讠,8,金,4
诨,hùn,讠,8,水,4
诩,xǔ,讠,8,土,3
戕,qiāng,戈,8,金,1
孢,bāo,子,8,水,1
亟,"jí,qì",一,8,木,2
陔,gāi,阝,8,木,1
妲,dá,女,8,火,2
妯,zhóu,女,8,金,2
姗,"shān,shàn",女,8,金,1
帑,"tǎng,nú",巾,8,火,3
弩,nǔ,弓,8,火,3
孥,nú,子,8,金,2
驽,nú,马,8,火,2
虱,shī,虫,8,土,1
迦,jiā,辶,8,木,1
迨,dài,辶,8,火,4
绀,gàn,纟,8,木,4
绁,xiè,纟,8,水,4
绂,fú,纟,8,水,2
驷,sì,马,8,金,4
驸,fù,马,8,水,4
绉,zhòu,纟,8,金,4
绌,chù,纟,8,金,4
驿,yì,马,8,木,4
骀,"dài,tái",马,8,火,2
甾,"zāi,zī",田,8,金,1
珏,jué,王,9,火,2
珐,fà,王,9,金,3
珂,kē,王,9,木,1
珑,lóng,王,9,火,2
玳,dài,王,9,火,4
珀,pò,王,9,水,4
顸,hān,页,9,水,1
珉,mín,王,9,水,2
珈,jiā,王,9,木,1
拮,"jié,jiá",扌,9,木,2
垭,"yā,yà",土,9,土,1
挝,"wō,zhuā",扌,9,火,1
垣,yuán,土,9,土,2
挞,tà,扌,9,火,4
垤,dié,土,9,土,2
赳,jiū,走,9,木,1
贲,"bēn,bì",贝,9,水,4
垱,dàng,土,9,土,4
垌,"dòng,tóng",土,9,土,2
郝,hǎo,阝,9,金,3
垧,shǎng,土,9,土,3
垓,gāi,土,9,土,1
垠,yín,土,9,土,2
茜,"qiàn,xī",艹,9,木,4
荚,jiá,艹,9,木,2
荑,"yí,tí",艹,9,木,2
贳,shì,贝,9,水,4
荜,bì,艹,9,木,4
莒,jǔ,艹,9,木,3
茼,tóng,艹,9,木,2
茴,huí,艹,9,木,2
茱,zhū,艹,9,木,1
莛,tíng,艹,9,木,2
荞,qiáo,艹,9,木,2
茯,fú,艹,9,木,2
荏,rěn,艹,9,木,3
荇,xìng,艹,9,木,4
荃,quán,艹,9,木,2
荟,huì,艹,9,木,4
荀,xún,艹,9,木,2
茗,míng,艹,9,木,2
荠,"qí,jì",艹,9,木,4
茭,jiāo,艹,9,木,1
茨,cí,艹,9,木,2
垩,è,土,9,土,4
荥,"yíng,xíng",艹,9,水,2
荦,luò,艹,9,木,4
荨,"qián,xún",艹,9,木,2
荩,jìn,艹,9,木,4
剋,"kēi,kè",刂,9,金,4
荪,sūn,艹,9,木,1
茹,rú,艹,9,木,2
荬,mǎi,艹,9,木,3
荮,zhòu,艹,9,木,4
柰,nài,木,9,火,4
栉,zhì,木,9,木,4
柯,kē,木,9,木,1
柘,zhè,木,9,木,4
栊,lóng,木,9,木,2
柩,jiù,木,9,木,4
枰,píng,木,9,木,2
栌,lú,木,9,木,2
柙,xiá,木,9,木,2
枵,xiāo,木,9,木,1
柚,"yòu,yóu",木,9,木,4
枳,zhǐ,木,9,木,3
柞,"zhà,zuò",木,9,木,4
柝,tuò,木,9,木,4
栀,zhī,木,9,金,1
柢,"dǐ,chí",木,9,木,3
栎,"lì,yuè",木,9,木,4
枸,"gǒu,jǔ,gōu",木,9,木,3
柈,"pán,bàn",木,9,木,4
柁,"tuó,duò",木,9,木,2
枷,jiā,木,9,木,1
柽,chēng,木,9,木,1
剌,"là,lá",刂,9,火,4
酊,"dīng,dǐng",酉,9,火,3
郦,"lì,zhí",阝,9,火,4
甭,béng,一,9,水,2
砗,chē,石,9,土,1
砘,dùn,石,9,土,4
砒,pī,石,9,土,1
斫,zhuó,石,9,木,2
砭,biān,石,9,土,1
砜,fēng,石,9,土,1
奎,kuí,大,9,土,2
耷,dā,耳,9,火,1
虺,"huī,huǐ",虫,9,水,3
殂,cú,歹,9,金,2
殇,shāng,歹,9,金,1
殄,tiǎn,歹,9,火,3
殆,dài,歹,9,火,4
轱,gū,车,9,木,1
轲,kē,车,9,木,1
轳,lú,车,9,火,2
轶,yì,车,9,火,4
轸,zhěn,车,9,火,3
虿,chài,虫,9,金,4
毖,bì,比,9,水,4
觇,chān,见,9,金,1
尜,gá,小,9,木,2
哐,kuāng,口,9,木,1
眄,"miǎn,miàn",目,9,水,3
眍,kōu,目,9,木,1
郢,yǐng,阝,9,木,3
眇,miǎo,目,9,水,3
眊,mào,目,9,火,4
眈,dān,目,9,火,1
禺,"yú,yù,ǒu",丨,9,木,2
哂,shěn,口,9,金,3
咴,huī,口,9,火,1
曷,hé,曰,9,火,2
昴,mǎo,日,9,水,3
昱,yù,日,9,火,4
昵,nì,日,9,木,4
咦,yí,口,9,土,2
哓,xiāo,口,9,金,1
哔,bì,口,9,水,4
畎,quǎn,田,9,木,3
毗,pí,比,9,水,2
呲,"cī,zī",口,9,金,1
胄,zhòu,月,9,火,4
畋,tián,田,9,火,2
畈,fàn,田,9,水,4
虼,gè,虫,9,木,4
虻,méng,虫,9,水,2
盅,zhōng,皿,9,火,1
咣,guāng,口,9,木,1
哕,"yuě,huì",口,9,水,4
剐,guǎ,刂,9,金,3
郧,yún,阝,9,土,2
咻,xiū,口,9,金,1
囿,yòu,囗,9,土,4
咿,yī,口,9,土,1
哌,pài,口,9,水,4
哙,kuài,口,9,木,4
哚,duǒ,口,9,火,3
咯,"gē,luò,kǎ,lo",口,9,木,1
咩,miē,口,9,水,1
咤,zhà,口,9,金,4
哝,nóng,口,9,火,2
哏,"gén,hěn",口,9,木,2
哞,mōu,口,9,水,1
峙,"zhì,shì",山,9,金,4
峣,yáo,山,9,土,2
罘,fú,罒,9,水,2
帧,zhēn,巾,9,金,1
峒,"dòng,tóng",山,9,土,2
峤,"qiáo,jiào",山,9,土,4
峋,xún,山,9,土,2
峥,zhēng,山,9,土,1
贶,kuàng,贝,9,木,4
钚,bù,钅,9,水,4
钛,tài,钅,9,金,4
钡,bèi,钅,9,金,4
钣,bǎn,钅,9,金,3
钤,qián,钅,9,金,2
钨,wū,钅,9,金,1
钫,fāng,钅,9,金,1
钯,"bǎ,pá",钅,9,金,3
氡,dōng,气,9,水,1
氟,fú,气,9,水,2
牯,gǔ,牜,9,木,3
郜,gào,阝,9,木,4
秕,bǐ,禾,9,水,3
秭,zǐ,禾,9,火,3
竽,yú,竹,9,木,2
笈,jí,竹,9,木,2
笃,dǔ,竹,9,木,3
俦,chóu,亻,9,火,2
俨,yǎn,亻,9,木,3
俅,qiú,亻,9,木,2
俪,lì,亻,9,火,4
叟,sǒu,又,9,金,3
垡,fá,土,9,土,2
牮,jiàn,牛,9,木,4
俣,yǔ,亻,9,金,3
俚,lǐ,亻,9,火,3
皈,guī,白,9,木,1
俑,yǒng,亻,9,土,3
俟,"sì,qí",亻,9,金,4
逅,hòu,辶,9,木,4
徇,xùn,彳,9,水,4
徉,yáng,彳,9,火,2
舢,shān,舟,9,金,1
俞,"yú,shù,yù",人,9,金,2
郗,"chī,xī",阝,9,水,1
俎,zǔ,人,9,金,3
郤,xì,阝,9,金,4
爰,yuán,爫,9,土,2
郛,fú,阝,9,水,2
瓴,líng,瓦,9,火,2
胨,dòng,月,9,火,4
胪,lú,月,9,火,2
胛,jiǎ,月,9,木,3
胂,shèn,月,9,金,4
胙,zuò,月,9,金,4
胍,guā,月,9,木,1
胗,zhēn,月,9,金,1
胝,zhī,月,9,金,1
朐,"qú,xù,chǔn",月,9,木,2
胫,jìng,月,9,木,4
鸨,bǎo,鸟,9,水,3
匍,pú,勹,9,水,2
狨,róng,犭,9,金,2
狯,kuài,犭,9,木,4
飑,biāo,风,9,水,1
狩,shòu,犭,9,金,4
狲,sūn,犭,9,金,1
訇,hōng,勹,9,木,1
逄,páng,辶,9,火,2
昝,zǎn,日,9,金,3
饷,xiǎng,饣,9,水,3
饸,hé,饣,9,火,2
饹,"gē,le",饣,9,火,5
胤,yìn,月,9,木,4
孪,luán,子,9,火,2
娈,luán,女,9,土,2
弈,yì,廾,9,木,4
奕,yì,大,9,木,4
庥,xiū,广,9,金,1
疬,lì,疒,9,火,4
疣,yóu,疒,9,土,2
疥,jiè,疒,9,木,4
庠,xiáng,广,9,金,2
竑,hóng,立,9,金,2
彦,yàn,彡,9,木,4
飒,sà,立,9,水,4
闼,tà,门,9,火,4
闾,lǘ,门,9,金,2
闿,kǎi,门,9,木,3
阂,hé,门,9,水,2
羑,yǒu,⺷,9,土,3
迸,bèng,辶,9,水,4
籼,xiān,米,9,金,1
酋,qiú,酉,9,木,2
炳,bǐng,火,9,火,3
炻,shí,火,9,火,2
炽,chì,火,9,火,4
炯,jiǒng,火,9,火,3
烀,hū,火,9,火,1
炷,zhù,火,9,火,4
烃,tīng,火,9,火,1
洱,ěr,氵,9,水,3
洹,huán,氵,9,水,2
洧,wěi,氵,9,水,3
洌,liè,氵,9,水,4
浃,jiā,氵,9,水,1
洇,yīn,氵,9,水,1
洄,huí,氵,9,水,2
洙,zhū,氵,9,水,1
涎,xián,氵,9,水,2
洎,jì,氵,9,水,4
洫,xù,氵,9,水,4
浍,"huì,kuài",氵,9,水,4
洮,táo,氵,9,水,2
洵,xún,氵,9,水,2
浒,"hǔ,xǔ",氵,9,水,3
浔,xún,氵,9,水,2
浕,jìn,氵,9,水,4
洳,rù,氵,9,水,4
恸,tòng,忄,9,金,4
恓,"xī,qī,xù",忄,9,火,1
恹,yān,忄,9,土,1
恫,"dòng,tōng",忄,9,火,4
恺,kǎi,忄,9,火,3
恻,cè,忄,9,金,4
恂,xún,忄,9,水,2
恪,kè,忄,9,木,4
恽,yùn,忄,9,土,4
宥,yòu,宀,9,土,4
扃,jiōng,户,9,木,1
衲,nà,衤,9,火,4
衽,rèn,衤,9,金,4
衿,jīn,衤,9,木,1
袂,mèi,衤,9,木,4
祛,qū,礻,9,木,1
祜,hù,礻,9,水,4
祓,fú,礻,9,水,2
祚,zuò,礻,9,金,4
诮,qiào,讠,9,木,4
祗,zhī,礻,9,木,1
祢,mí,礻,9,水,2
诰,gào,讠,9,木,4
诳,kuáng,讠,9,木,2
鸩,zhèn,鸟,9,火,4
昶,chǎng,日,9,土,3
郡,jùn,阝,9,木,4
咫,zhǐ,尸,9,金,3
弭,mǐ,弓,9,水,3
胥,xū,月,9,金,1
陛,bì,阝,9,水,4
陟,zhì,阝,9,金,4
娅,yà,女,9,土,4
姮,héng,女,9,水,2
娆,"ráo,rǎo",女,9,水,3
姝,shū,女,9,金,1
姣,"jiāo,xiáo",女,9,木,1
姘,pīn,女,9,水,1
姹,chà,女,9,金,4
怼,duì,心,9,火,4
羿,yì,羽,9,木,4
炱,tái,火,9,火,2
矜,"jīn,guān,qín",矛,9,木,1
绔,kù,纟,9,木,4
骁,xiāo,马,9,金,1
骅,huá,马,9,水,2
绗,háng,纟,9,水,2
绛,jiàng,纟,9,木,4
骈,pián,马,9,水,2
耖,chào,耒,10,金,4
挈,qiè,手,10,金,4
珥,ěr,王,10,火,3
珙,gǒng,王,10,木,3
顼,xū,页,10,土,1
珰,dāng,王,10,土,1
珩,héng,王,10,水,2
珧,yáo,王,10,火,2
珣,xún,王,10,火,2
