char,pinyin,radical,stroke,wuxing,tone
锌,xīn,钅,12,金,1
锐,ruì,钅,12,金,4
甥,shēng,生,12,金,1
掰,bāi,龵,12,火,1
短,duǎn,矢,12,火,3
智,zhì,日,12,火,4
氮,dàn,气,12,火,4
毯,tǎn,毛,12,火,3
氯,lǜ,气,12,水,4
鹅,é,鸟,12,木,2
剩,shèng,刂,12,金,4
稍,"shāo,shào",禾,12,金,1
程,chéng,禾,12,火,2
稀,xī,禾,12,木,1
税,shuì,禾,12,金,4
筐,kuāng,竹,12,木,1
等,děng,竹,12,木,3
筑,"zhù,zhú",竹,12,木,4
策,cè,竹,12,木,4
筛,shāi,竹,12,木,1
筒,tǒng,竹,12,木,3
筏,fá,竹,12,木,2
答,"dá,dā",竹,12,木,2
筋,jīn,竹,12,木,1
筝,zhēng,竹,12,木,1
傲,ào,亻,12,土,4
傅,fù,亻,12,水,4
牌,pái,片,12,水,2
堡,"pù,bǎo,bǔ",土,12,土,3
集,jí,隹,12,木,2
焦,jiāo,隹,12,火,1
傍,bàng,亻,12,水,4
储,chǔ,亻,12,金,3
皓,hào,白,12,木,4
皖,wǎn,白,12,木,3
粤,yuè,米,12,土,4
奥,"ào,yù",大,12,土,4
街,jiē,彳,12,木,1
惩,chéng,心,12,金,2
御,yù,彳,12,木,4
循,xún,彳,12,火,2
艇,tǐng,舟,12,火,3
舒,shū,人,12,金,1
逾,yú,辶,12,金,2
番,"fān,pān",釆,12,水,1
释,shì,釆,12,金,4
禽,qín,人,12,金,2
腊,"là,xī",月,12,火,4
脾,pí,月,12,水,2
腋,yè,月,12,土,4
腔,qiāng,月,12,金,1
腕,wàn,月,12,火,4
鲁,lǔ,鱼,12,火,3
猩,xīng,犭,12,金,1
猬,wèi,犭,12,土,4
猾,huá,犭,12,水,2
猴,hóu,犭,12,木,2
惫,bèi,心,12,水,4
然,rán,灬,12,金,2
馈,kuì,饣,12,木,4
馋,chán,饣,12,金,2
装,zhuāng,衣,12,金,1
蛮,mán,虫,12,水,2
就,jiù,亠,12,火,4
敦,"dūn,duì",攵,12,火,1
斌,bīn,文,12,水,1
痘,dòu,疒,12,火,4
痢,lì,疒,12,火,4
痪,huàn,疒,12,水,4
痛,tòng,疒,12,火,4
童,tóng,立,12,金,2
竣,jùn,立,12,金,4
阔,kuò,门,12,水,4
善,shàn,口,12,金,4
翔,xiáng,⺶,12,土,2
羡,xiàn,羊,12,金,4
普,pǔ,日,12,水,3
粪,fèn,米,12,水,4
尊,zūn,寸,12,金,1
奠,diàn,大,12,土,4
道,dào,辶,12,火,4
遂,"suì,suí",辶,12,火,4
曾,"zēng,céng",曰,12,金,2
焰,yàn,火,12,火,4
港,"gǎng,jiǎng",氵,12,水,3
滞,zhì,氵,12,水,4
湖,hú,氵,12,水,2
湘,xiāng,氵,12,水,1
渣,zhā,氵,12,水,1
渤,bó,氵,12,水,2
渺,miǎo,氵,12,水,3
湿,shī,氵,12,水,1
温,wēn,氵,12,土,1
渴,kě,氵,12,水,3
溃,"kuì,huì",氵,12,水,4
溅,"jiàn,jiān",氵,12,水,4
滑,huá,氵,12,水,2
湃,pài,氵,12,水,4
渝,yú,氵,12,水,2
湾,wān,氵,12,水,1
渡,dù,氵,12,水,4
游,yóu,氵,12,水,2
滋,zī,氵,12,水,1
渲,xuàn,氵,12,水,4
溉,gài,氵,12,水,4
愤,fèn,忄,12,水,4
慌,"huāng,·huang",忄,12,木,1
惰,duò,忄,12,火,4
愕,è,忄,12,木,4
愣,lèng,忄,12,火,4
惶,huáng,忄,12,水,2
愧,kuì,忄,12,木,4
愉,"yú,tōu",忄,12,金,2
慨,kǎi,忄,12,木,3
割,gē,刂,12,金,1
寒,hán,宀,12,水,2
富,fù,宀,12,水,4
寓,yù,宀,12,木,4
窜,cuàn,穴,12,金,4
窝,wō,穴,12,火,1
窖,jiào,穴,12,木,4
窗,chuāng,穴,12,金,1
窘,jiǒng,穴,12,木,3
遍,biàn,辶,12,水,4
雇,gù,户,12,木,4
裕,yù,衤,12,金,4
裤,kù,衤,12,木,4
裙,qún,衤,12,木,2
禅,"chán,shàn",礻,12,金,4
禄,lù,礻,12,火,4
谢,xiè,讠,12,金,4
谣,yáo,讠,12,火,2
谤,bàng,讠,12,水,4
谦,qiān,讠,12,木,1
犀,xī,尸,12,金,1
属,"shǔ,zhǔ",尸,12,金,3
强,"qiáng,qiǎng,jiàng",弓,12,木,2
粥,"zhōu,yù",米,12,水,1
疏,shū,⺪,12,金,1
隔,gé,阝,12,木,2
隙,xì,阝,12,水,4
隘,ài,阝,12,土,4
媒,méi,女,12,水,2
絮,xù,糸,12,金,4
嫂,sǎo,女,12,金,3
媚,mèi,女,12,水,4
婿,xù,女,12,金,4
登,dēng,癶,12,火,1
缅,miǎn,纟,12,水,3
缆,lǎn,纟,12,火,3
缉,"jī,qī",纟,12,木,1
缎,duàn,纟,12,火,4
缓,huǎn,纟,12,火,3
缔,dì,纟,12,火,4
缕,lǚ,纟,12,火,3
骗,piàn,马,12,水,4
编,biān,纟,12,水,1
骚,"sāo,sǎo",马,12,金,1
缘,yuán,纟,12,土,2
瑟,sè,王,13,木,4
鹉,wǔ,鸟,13,土,3
瑞,ruì,王,13,金,4
瑰,guī,王,13,木,1
瑙,nǎo,王,13,火,3
魂,hún,鬼,13,水,2
肆,sì,镸,13,金,4
摄,"shè,niè",扌,13,火,4
摸,mō,扌,13,水,1
填,"tián,zhèn",土,13,土,2
搏,bó,扌,13,水,2
塌,tā,土,13,土,1
鼓,gǔ,鼓,13,木,3
摆,bǎi,扌,13,火,3
携,xié,扌,13,水,2
搬,bān,扌,13,水,1
摇,yáo,扌,13,火,2
搞,gǎo,扌,13,木,3
塘,táng,土,13,土,2
摊,tān,扌,13,火,1
聘,pìn,耳,13,水,4
斟,zhēn,斗,13,金,1
蒜,suàn,艹,13,木,4
勤,qín,力,13,木,2
靴,xuē,革,13,木,1
靶,bǎ,革,13,水,3
鹊,què,鸟,13,金,4
蓝,lán,艹,13,木,2
墓,mù,土,13,木,4
幕,mù,艹,13,木,4
蓬,péng,艹,13,木,2
蓄,xù,艹,13,木,4
蒲,pú,艹,13,木,2
蓉,róng,艹,13,木,2
蒙,"méng,mēng,měng",艹,13,水,3
蒸,zhēng,艹,13,木,1
献,xiàn,犬,13,木,4
椿,chūn,木,13,木,1
禁,"jìn,jīn",示,13,木,4
楚,chǔ,疋,13,金,3
楷,"kǎi,jiē",木,13,木,3
榄,lǎn,木,13,木,3
想,xiǎng,心,13,金,3
槐,huái,木,13,木,2
榆,yú,木,13,木,2
楼,lóu,木,13,木,2
概,gài,木,13,木,4
赖,lài,⺈,13,火,4
酪,lào,酉,13,火,4
酬,chóu,酉,13,金,2
感,gǎn,心,13,木,3
碍,ài,石,13,土,4
碘,diǎn,石,13,土,3
碑,bēi,石,13,土,1
碎,suì,石,13,土,4
碰,pèng,石,13,土,4
碗,wǎn,石,13,土,3
碌,"lù,liù",石,13,土,4
尴,gān,尢,13,木,1
雷,léi,雨,13,水,2
零,líng,雨,13,火,2
雾,wù,雨,13,水,4
雹,báo,雨,13,水,2
辐,fú,车,13,金,2
辑,jí,车,13,金,2
输,shū,车,13,金,1
督,dū,目,13,火,1
频,"pín,bīn",页,13,水,2
龄,líng,齿,13,火,2
鉴,jiàn,金,13,金,4
睛,jīng,目,13,木,1
睹,dǔ,目,13,金,3
睦,mù,目,13,火,4
瞄,miáo,目,13,水,2
睫,jié,目,13,木,2
睡,shuì,目,13,金,4
睬,cǎi,目,13,金,3
嗜,shì,口,13,金,4
鄙,bǐ,阝,13,水,3
嗦,suō,口,13,金,1
愚,yú,心,13,木,2
暖,nuǎn,日,13,火,3
盟,méng,皿,13,水,2
歇,xiē,欠,13,木,1
暗,àn,日,13,土,4
暇,xiá,日,13,木,2
照,zhào,灬,13,火,4
畸,jī,田,13,木,1
跨,kuà,⻊,13,木,4
跷,qiāo,⻊,13,木,1
跳,"tiào,táo",⻊,13,火,4
跺,duò,⻊,13,火,4
跪,guì,⻊,13,木,4
路,lù,⻊,13,火,4
跤,jiāo,⻊,13,木,1
跟,gēn,⻊,13,木,1
遣,qiǎn,辶,13,金,3
蜈,wú,虫,13,土,2
蜗,wō,虫,13,火,1
蛾,"é,yǐ",虫,13,木,2
蜂,fēng,虫,13,水,1
蜕,tuì,虫,13,火,4
嗅,xiù,口,13,金,4
嗡,wēng,口,13,土,1
嗓,sǎng,口,13,木,3
署,shǔ,罒,13,金,3
置,zhì,罒,13,火,4
罪,zuì,罒,13,木,4
罩,zhào,罒,13,火,4
蜀,shǔ,虫,13,金,3
幌,huǎng,巾,13,火,3
错,cuò,钅,13,金,4
锚,máo,钅,13,金,2
锡,xī,钅,13,金,1
锣,luó,钅,13,金,2
锤,chuí,钅,13,金,2
锥,zhuī,钅,13,金,1
锦,jǐn,钅,13,金,3
键,jiàn,钅,13,金,4
锯,"jù,jū",钅,13,金,4
锰,měng,钅,13,金,3
矮,ǎi,矢,13,土,3
辞,cí,舌,13,金,2
稚,zhì,禾,13,土,4
稠,chóu,禾,13,金,2
颓,tuí,页,13,金,2
愁,chóu,心,13,金,2
筹,chóu,竹,13,木,2
签,qiān,竹,13,木,1
简,jiǎn,竹,13,木,3
筷,kuài,竹,13,木,4
毁,huǐ,殳,13,水,3
舅,jiù,臼,13,木,4
鼠,shǔ,鼠,13,金,3
催,cuī,亻,13,金,1
傻,shǎ,亻,13,金,3
像,xiàng,亻,13,金,4
躲,duǒ,身,13,火,3
魁,kuí,鬼,13,木,2
衙,yá,彳,13,土,2
微,wēi,彳,13,水,1
愈,yù,人,13,金,4
遥,yáo,辶,13,火,2
腻,nì,月,13,木,4
腰,yāo,月,13,火,1
腥,xīng,月,13,金,1
腮,sāi,月,13,金,1
腹,fù,月,13,水,4
腺,xiàn,月,13,金,4
鹏,péng,鸟,13,水,2
腾,téng,月,13,火,2
腿,tuǐ,月,13,金,3
鲍,bào,鱼,13,水,4
猿,yuán,犭,13,土,2
颖,yǐng,页,13,木,3
触,chù,角,13,金,4
解,"jiě,jiè,xiè",角,13,木,3
煞,"shà,shā",灬,13,金,4
雏,chú,隹,13,金,2
馍,mó,饣,13,水,2
馏,"liú,liù",饣,13,火,4
酱,jiàng,酉,13,木,4
禀,bǐng,示,13,水,3
痹,bì,疒,13,水,4
廓,kuò,广,13,木,4
痴,chī,疒,13,火,1
痰,tán,疒,13,火,2
廉,lián,广,13,木,2
靖,jìng,立,13,金,4
新,xīn,斤,13,金,1
韵,yùn,音,13,土,4
意,yì,音,13,土,4
誊,téng,言,13,火,2
粮,liáng,米,13,火,2
数,"shù,shǔ,shuò",攵,13,金,4
煎,jiān,灬,13,火,1
塑,sù,土,13,土,4
慈,cí,心,13,金,2
煤,méi,火,13,火,2
煌,huáng,火,13,火,2
满,mǎn,氵,13,水,3
漠,mò,氵,13,水,4
滇,diān,氵,13,水,1
源,yuán,氵,13,水,2
滤,lǜ,氵,13,水,4
滥,làn,氵,13,水,4
滔,tāo,氵,13,水,1
溪,xī,氵,13,水,1
溜,"liū,liù",氵,13,水,1
漓,lí,氵,13,水,2
滚,gǔn,氵,13,水,3
溢,yì,氵,13,水,4
溯,sù,氵,13,水,4
滨,bīn,氵,13,水,1
溶,róng,氵,13,水,2
溺,"nì,niào",氵,13,水,4
粱,liáng,米,13,水,2
滩,tān,氵,13,水,1
慎,shèn,忄,13,金,4
誉,yù,言,13,土,4
塞,"sāi,sè,sài",宀,13,金,4
寞,mò,宀,13,水,4
窥,kuī,穴,13,木,1
窟,kū,穴,13,木,1
寝,qǐn,宀,13,金,3
谨,jǐn,讠,13,木,3
褂,guà,衤,13,木,4
裸,luǒ,衤,13,火,3
福,fú,礻,13,水,2
谬,miù,讠,13,火,4
群,qún,羊,13,木,2
殿,diàn,殳,13,火,4
辟,"bì,pī,pì",辛,13,水,4
障,zhàng,阝,13,火,4
媳,xí,女,13,金,2
嫉,jí,女,13,木,2
嫌,xián,女,13,金,2
嫁,jià,女,13,木,4
叠,dié,又,13,火,2
缚,fù,纟,13,水,4
缝,"fèng,féng",纟,13,水,2
缠,chán,纟,13,火,2
缤,bīn,纟,13,水,1
剿,"jiǎo,chāo",刂,13,金,3
静,jìng,青,14,金,4
碧,bì,石,14,水,4
璃,lí,王,14,火,2
赘,zhuì,贝,14,火,4
熬,"áo,āo",灬,14,火,2
墙,qiáng,土,14,土,2
墟,xū,土,14,土,1
嘉,jiā,士,14,木,1
摧,cuī,扌,14,金,1
赫,hè,赤,14,木,4
截,jié,隹,14,木,2
誓,shì,言,14,金,4
境,jìng,土,14,土,4
摘,zhāi,扌,14,火,1
摔,shuāi,扌,14,金,1
撇,"piě,piē",扌,14,水,3
聚,jù,耳,14,金,4
慕,mù,艹,14,水,4
暮,mù,日,14,水,4
摹,mó,手,14,水,2
蔓,"màn,wàn,mán",艹,14,木,4
蔑,miè,艹,14,木,4
蔡,cài,艹,14,木,4
蔗,zhè,艹,14,木,4
蔽,bì,艹,14,木,4
蔼,ǎi,艹,14,木,3
熙,xī,灬,14,水,1
蔚,"wèi,yù",艹,14,木,4
兢,jīng,十,14,木,1
模,"mó,mú",木,14,木,2
槛,"kǎn,jiàn",木,14,木,4
榴,liú,木,14,木,2
榜,"bǎng,bàng",木,14,木,3
榨,zhà,木,14,木,4
榕,róng,木,14,木,2
歌,gē,欠,14,木,1
遭,zāo,辶,14,金,1
酵,jiào,酉,14,木,4
酷,kù,酉,14,木,4
酿,niàng,酉,14,木,4
酸,suān,酉,14,金,1
碟,dié,石,14,土,2
碱,jiǎn,石,14,土,3
碳,tàn,石,14,土,4
磁,cí,石,14,土,2
愿,yuàn,厂,14,木,4
需,xū,雨,14,金,1
辖,xiá,车,14,木,2
辗,"niǎn,zhǎn",车,14,火,3
雌,cí,隹,14,金,2
裳,"cháng,shang",衣,14,火,5
颗,kē,页,14,木,1
瞅,chǒu,目,14,火,3
墅,shù,土,14,土,4
嗽,sòu,口,14,金,4
踊,yǒng,⻊,14,土,3
蜻,qīng,虫,14,金,1
蜡,"là,zhà",虫,14,火,4
蝇,yíng,虫,14,木,2
蜘,zhī,虫,14,金,1
蝉,chán,虫,14,金,2
嘛,"ma,má",口,14,水,5
嘀,dí,口,14,火,2
赚,"zhuàn,zuàn",贝,14,木,4
锹,qiāo,钅,14,金,1
锻,duàn,钅,14,金,4
镀,dù,钅,14,金,4
舞,wǔ,夕,14,水,3
舔,tiǎn,舌,14,火,3
稳,wěn,禾,14,土,3
熏,"xūn,xùn",灬,14,水,1
箕,jī,竹,14,木,1
算,suàn,竹,14,木,4
箩,luó,竹,14,木,2
管,guǎn,竹,14,木,3
箫,xiāo,⺮,14,木,1
舆,yú,八,14,金,2
僚,liáo,亻,14,火,2
僧,sēng,亻,14,金,1
鼻,bí,鼻,14,水,2
魄,pò,白,14,水,4
魅,mèi,鬼,14,水,4
貌,mào,豸,14,水,4
膜,mó,月,14,水,2
膊,bó,月,14,水,2
膀,"bǎng,páng,pāng",月,14,水,3
鲜,"xiān,xiǎn",鱼,14,金,1
疑,yí,匕,14,木,2
孵,fū,爫,14,水,1
馒,mán,饣,14,水,2
裹,guǒ,亠,14,火,3
敲,qiāo,高,14,木,1
豪,háo,亠,14,水,2
膏,"gāo,gào",月,14,木,1
遮,zhē,辶,14,火,1
腐,fǔ,广,14,水,3
瘩,"da,dá",疒,14,火,2
瘟,wēn,疒,14,水,1
瘦,shòu,疒,14,金,4
辣,là,辛,14,火,4
彰,zhāng,彡,14,火,1
竭,jié,立,14,木,2
端,duān,立,14,火,1
旗,qí,方,14,木,2
精,jīng,米,14,金,1
粹,cuì,米,14,金,4
歉,qiàn,欠,14,木,4
弊,bì,廾,14,水,4
熄,xī,火,14,火,1
熔,róng,火,14,火,2
煽,shān,火,14,火,1
潇,xiāo,氵,14,水,1
漆,qī,氵,14,水,1
漱,shù,氵,14,水,4
漂,"piāo,piǎo,piào",氵,14,水,1
漫,màn,氵,14,水,4
滴,dī,氵,14,水,1
漾,yàng,氵,14,水,4
演,yǎn,氵,14,水,3
漏,lòu,氵,14,水,4
慢,màn,忄,14,水,4
慷,kāng,忄,14,木,1
寨,zhài,宀,14,木,4
赛,sài,宀,14,金,4
寡,guǎ,宀,14,水,3
察,chá,宀,14,金,2
蜜,mì,宀,14,水,4
寥,liáo,宀,14,火,2
谭,tán,讠,14,火,2
肇,zhào,聿,14,木,4
褐,hè,衤,14,水,4
褪,"tùn,tuì",衤,14,火,4
谱,pǔ,讠,14,水,3
隧,suì,阝,14,金,4
嫩,nèn,女,14,火,4
翠,cuì,羽,14,金,4
熊,xióng,灬,14,水,2
凳,dèng,癶,14,木,4
骡,luó,马,14,火,2
缩,"suō,sù",纟,14,金,1
慧,huì,心,15,水,4
撵,niǎn,扌,15,火,3
撕,sī,扌,15,金,1
撒,"sā,sǎ",扌,15,水,1
撩,"liáo,liāo",扌,15,火,2
趣,"qù,cù",走,15,金,4
趟,"tàng,tāng",走,15,火,4
撑,chēng,扌,15,火,1
撮,"cuō,zuǒ",扌,15,金,1
撬,qiào,扌,15,木,4
播,bō,扌,15,水,1
擒,qín,扌,15,木,2
墩,dūn,土,15,土,1
撞,zhuàng,扌,15,金,4
撤,chè,扌,15,火,4
增,zēng,土,15,土,1
撰,zhuàn,扌,15,火,4
聪,cōng,耳,15,金,1
鞋,xié,革,15,土,2
鞍,ān,革,15,土,1
蕉,jiāo,艹,15,木,1
蕊,ruǐ,艹,15,木,3
蔬,shū,艹,15,木,1
蕴,yùn,艹,15,木,4
横,"héng,hèng",木,15,木,2
槽,cáo,木,15,木,2
樱,yīng,木,15,木,1
橡,xiàng,木,15,木,4
樟,zhāng,木,15,木,1
橄,gǎn,木,15,木,3
敷,fū,攵,15,金,1
豌,wān,豆,15,土,1
飘,piāo,风,15,火,1
醋,cù,酉,15,金,4
醇,chún,酉,15,水,2
醉,zuì,酉,15,木,4
磕,kē,石,15,土,1
磊,lěi,石,15,土,3
磅,"bàng,páng",石,15,土,4
碾,niǎn,石,15,土,3
震,zhèn,雨,15,水,4
霄,xiāo,雨,15,水,1
霉,méi,雨,15,水,2
瞒,"mán,mén",目,15,水,2
题,tí,页,15,火,2
暴,"bào,pù",日,15,水,4
瞎,xiā,目,15,木,1
嘻,xī,口,15,金,1
嘶,sī,口,15,金,1
嘲,"cháo,zhāo",口,15,火,2
嘹,liáo,口,15,火,2
影,yǐng,彡,15,土,3
踢,tī,⻊,15,火,1
踏,"tà,tā",⻊,15,火,4
踩,cǎi,⻊,15,金,3
踪,zōng,⻊,15,金,1
蝶,dié,虫,15,火,2
蝴,hú,虫,15,土,2
蝠,fú,虫,15,水,2
蝎,xiē,虫,15,木,1
蝌,kē,虫,15,木,1
蝗,huáng,虫,15,木,2
蝙,biān,虫,15,水,1
嘿,"hēi,mò",口,15,土,1
嘱,zhǔ,口,15,金,3
幢,"zhuàng,chuáng",巾,15,金,2
墨,mò,土,15,水,4
镇,zhèn,钅,15,金,4
镐,"hào,gǎo",钅,15,金,4
镑,bàng,钅,15,金,4
靠,kào,非,15,木,4
稽,"jī,qǐ",禾,15,木,1
稻,dào,禾,15,木,4
黎,lí,氺,15,火,2
稿,gǎo,禾,15,木,3
稼,jià,禾,15,木,4
箱,xiāng,竹,15,木,1
篓,lǒu,竹,15,木,3
箭,jiàn,竹,15,木,4
篇,piān,竹,15,木,1
僵,jiāng,亻,15,木,1
躺,tǎng,身,15,火,3
僻,pì,亻,15,火,4
德,dé,彳,15,火,2
艘,sōu,舟,15,金,1
膝,xī,月,15,金,1
膛,táng,月,15,火,2
鲤,lǐ,鱼,15,火,3
鲫,jì,鱼,15,木,4
熟,"shú,shóu",灬,15,金,2
摩,"mó,mā",麻,15,水,2
褒,bāo,亠,15,水,1
瘪,"biě,biē",疒,15,水,1
瘤,liú,疒,15,火,2
瘫,tān,疒,15,火,1
凛,lǐn,冫,15,水,3
颜,yán,页,15,木,2
毅,yì,殳,15,木,4
糊,"hú,hū,hù",米,15,土,2
遵,zūn,辶,15,金,1
憋,biē,心,15,水,1
潜,qián,氵,15,水,2
澎,"péng,pēng",氵,15,水,2
潮,cháo,氵,15,水,2
潭,tán,氵,15,水,2
鲨,shā,鱼,15,水,1
澳,ào,氵,15,水,4
潘,pān,氵,15,水,1
澈,chè,氵,15,水,4
澜,lán,氵,15,水,2
澄,"chéng,dèng",氵,15,水,2
懂,dǒng,忄,15,木,3
憔,qiáo,忄,15,木,2
懊,ào,忄,15,土,4
憎,zēng,忄,15,金,1
额,é,页,15,木,2
翩,piān,羽,15,水,1
褥,rù,衤,15,金,4
谴,qiǎn,讠,15,金,3
鹤,hè,鸟,15,水,4
憨,hān,心,15,水,1
慰,wèi,心,15,土,4
劈,"pī,pǐ",刀,15,金,1
履,lǚ,尸,15,水,3
豫,yù,⺈,15,土,4
缭,liáo,纟,15,火,2
撼,hàn,扌,16,水,4
擂,"lèi,léi",扌,16,火,2
操,cāo,扌,16,金,1
擅,shàn,扌,16,金,4
燕,"yàn,yān",灬,16,土,4
蕾,lěi,艹,16,木,3
薯,shǔ,艹,16,木,3
薛,xuē,艹,16,木,1
薇,wēi,艹,16,木,1
擎,qíng,手,16,木,2
薪,xīn,艹,16,木,1
薄,"báo,bó,bò",艹,16,水,2
颠,diān,页,16,金,1
翰,hàn,龺、羽,16,水,4
噩,è,王,16,木,4
橱,chú,木,16,木,2
橙,chéng,木,16,木,2
橘,jú,木,16,木,2
整,zhěng,攵,16,金,3
融,róng,鬲,16,土,2
瓢,piáo,瓜,16,水,2
醒,xǐng,酉,16,金,3
霍,huò,雨,16,水,4
霎,shà,雨,16,水,4
辙,zhé,车,16,火,2
冀,jì,匕、八,16,木,4
餐,cān,食,16,金,1
嘴,zuǐ,口,16,木,3
踱,duó,⻊,16,火,2
蹄,tí,⻊,16,火,2
蹂,róu,⻊,16,金,2
蟆,"má,mò",虫,16,火,2
螃,páng,虫,16,水,2
器,qì,口,16,木,4
噪,zào,口,16,金,4
鹦,yīng,鸟,16,土,1
赠,zèng,贝,16,火,4
默,mò,黑,16,水,4
黔,qián,黑,16,木,2
镜,jìng,钅,16,金,4
赞,zàn,贝,16,金,4
穆,mù,禾,16,金,4
篮,lán,竹,16,木,2
篡,cuàn,竹,16,木,4
篷,péng,竹,16,木,2
篱,lí,竹,16,木,2
儒,rú,亻,16,金,2
邀,yāo,辶,16,木,1
衡,héng,彳,16,土,2
膨,péng,月,16,水,2
雕,diāo,隹,16,金,1
鲸,jīng,鱼,16,木,1
磨,"mó,mò",麻,16,土,2
瘾,yǐn,疒,16,土,3
瘸,qué,疒,16,金,2
凝,níng,冫,16,水,2
辨,biàn,辛,16,水,4
辩,biàn,辛,16,水,4
糙,cāo,米,16,金,1
糖,táng,米,16,火,2
糕,gāo,米,16,木,1
燃,rán,火,16,火,2
濒,bīn,氵,16,水,1
澡,zǎo,氵,16,水,3
激,jī,氵,16,木,1
懒,lǎn,忄,16,火,3
憾,hàn,忄,16,水,4
懈,xiè,忄,16,水,4
窿,lóng,穴,16,火,2
壁,bì,土,16,土,4
避,bì,辶,16,水,4
缰,jiāng,纟,16,木,1
缴,"jiǎo,zhuó",纟,16,木,3
戴,dài,十,17,火,4
擦,cā,扌,17,金,1
藉,"jiè,jí",艹,17,木,4
鞠,jū,革,17,木,1
藏,"cáng,zàng",艹,17,木,4
藐,miǎo,艹,17,木,3
檬,méng,木,17,木,2
檐,yán,木,17,木,2
檀,tán,木,17,木,2
礁,jiāo,石,17,土,1
磷,lín,石,17,火,2
霜,shuāng,雨,17,水,1
霞,xiá,雨,17,水,2
瞭,"liǎo,liào",目,17,火,4
瞧,qiáo,目,17,木,2
瞬,shùn,目,17,金,4
瞳,tóng,目,17,火,2
瞩,zhǔ,目,17,金,3
瞪,dèng,目,17,木,4
曙,shǔ,日,17,火,3
蹋,tà,⻊,17,火,4
蹈,dǎo,⻊,17,火,3
螺,luó,虫,17,火,2
蟋,xī,虫,17,金,1
蟀,shuài,虫,17,金,4
嚎,háo,口,17,水,2
赡,shàn,贝,17,火,4
穗,suì,禾,17,水,4
魏,wèi,鬼,17,木,4
簧,huáng,竹,17,木,2
簇,cù,竹,17,木,4
繁,"fán,pó",糸,17,水,2
徽,huī,彳,17,金,1
爵,jué,爫,17,火,2
朦,méng,月,17,水,2
臊,"sào,sāo",月,17,金,1
鳄,è,鱼,17,木,4
癌,ái,疒,17,土,2
辫,biàn,辛,17,水,4
赢,yíng,月,17,火,2
糟,zāo,米,17,金,1
糠,kāng,米,17,木,1
燥,zào,火,17,火,4
懦,nuò,忄,17,火,4
豁,"huō,huò,huá",谷,17,木,4
臀,tún,月,17,火,2
臂,"bì,bei",月,17,水,5
翼,yì,羽,17,金,4
骤,zhòu,马,17,金,4
藕,ǒu,艹,18,木,3
鞭,biān,革,18,水,1
藤,téng,艹,18,木,2
覆,fù,覀,18,水,4
瞻,zhān,目,18,火,1
蹦,bèng,⻊,18,土,4
嚣,"áo,xiāo",口,18,木,1
镰,lián,钅,18,金,2
翻,fān,羽,18,水,1
鳍,qí,鱼,18,水,2
鹰,yīng,广,18,木,1
瀑,"bào,pù",氵,18,水,4
襟,jīn,衤,18,木,1
璧,bì,玉,18,土,4
戳,chuō,戈,18,火,1
孽,niè,子,19,木,4
警,jǐng,言,19,木,3
蘑,mó,艹,19,木,2
藻,zǎo,艹,19,水,3
攀,pān,手,19,木,1
曝,"pù,bào",日,19,火,4
蹲,"dūn,cún",⻊,19,火,1
蹭,cèng,⻊,19,火,4
蹬,"dēng,dèng",⻊,19,木,4
巅,diān,山,19,土,1
簸,"bò,bǒ",竹,19,木,4
簿,"bù,bó",竹,19,水,4
蟹,xiè,虫,19,木,4
颤,"chàn,zhàn",页,19,火,4
靡,"mí,mǐ",麻,19,水,3
癣,xuǎn,疒,19,金,3
瓣,bàn,辛,19,水,4
羹,gēng,羊,19,水,1
鳖,biē,鱼,19,水,1
爆,bào,火,19,火,4
疆,"jiāng,qiáng",弓,19,土,1
鬓,bìn,髟,20,水,4
壤,rǎng,土,20,土,3
馨,xīn,香,20,金,1
耀,yào,光,20,火,4
躁,zào,⻊,20,金,4
蠕,rú,虫,20,金,2
嚼,"jiáo,jué,jiào",口,20,火,2
嚷,"rǎng,rāng",口,20,水,3
巍,wēi,山,20,土,1
籍,jí,竹,20,木,2
鳞,lín,鱼,20,火,2
魔,mó,麻,20,水,2
糯,nuò,米,20,火,4
灌,guàn,氵,20,水,4
譬,pì,言,20,水,4
蠢,chǔn,虫,21,金,3
霸,bà,雨,21,水,4
露,"lù,lòu",雨,21,水,4
霹,pī,雨,21,水,1
躏,lìn,⻊,21,火,4
黯,àn,黑,21,水,4
髓,suǐ,骨,21,金,3
赣,gàn,音、贝,21,木,4
囊,"náng,nāng",一,22,火,2
镶,xiāng,钅,22,金,1
瓤,ráng,瓜,22,水,2
罐,guàn,缶,23,土,4
矗,chù,十,24,金,4
乜,"niè,miē",乙,2,水,1
兀,"wù,wū",儿,3,土,4
弋,yì,弋,3,火,4
孑,jié,子,3,木,2
孓,jué,子,3,火,2
幺,yāo,幺,3,火,1
亓,qí,一,4,木,2
韦,wéi,韦,4,土,2
廿,niàn,一,4,木,4
卅,sà,一,4,水,4
仄,zè,厂,4,金,4
厄,è,厂,4,土,4
仃,dīng,亻,4,火,1
仉,zhǎng,亻,4,火,3
仂,lè,亻,4,火,4
兮,xī,八,4,金,1
刈,yì,刂,4,金,4
爻,yáo,爻,4,火,2
卞,biàn,卜,4,木,4
闩,shuān,门,4,金,1
讣,fù,讠,4,水,4
尹,yǐn,乛,4,土,3
爿,pán,爿,4,水,2
毋,wú,毋,4,水,2
邗,hán,阝,5,水,2
邛,qióng,阝,5,金,2
艽,"jiāo,qiú",艹,5,木,1
